hh_id,changed_income,modes_before_tnc,shopping_food_in_store,attitude_telework,subway_attitude_none,bike_purpose_visit_friend,employment_change_pay,modes_before_bike,bus_attitude_empty_seats,bike_type_borrowed,work_mode_cms,employment_change_reduced,disability_none_cms,mode_change_errands,errand_mode,modes_used_other_vehicle,home_cms_zone,gender_cms,subway_attitude_limit,bike_freq_cms,bike_num_days,num_people_cms,industry,modes_before_scooter,bus_attitude_stops,medical_appointment,race_other_cms,race_asian_cms,shopping_food_grocery_delivery,num_people,employment_change_furloughed,employment_change_none,exercise_sidewalk,attitude_grocery_in_store,delivery_home,employment_before,changed_none,bus_attitude_none,num_vehicles,bike_purpose_recreation_cms,bus_attitude_all,delivery_major_retailer,age_65_over_imputed,num_vehicles_cms,car_use,modes_during_rail,changed_num_adults,modes_during_other_vehicle,modes_during_ferry,modes_during_scooter,exercise_open_street,modes_during_tnc,modes_used_household_vehicle,telework_before,disability_hearing_cms
19343029,0,0,1,2,5,995,0,0,995,995,100,0,1,1,1,1,Outer Queens,2,4,5,0,3,7,0,995,1,0,0,1,995,0,1,995,2,3,1,1,995,995,995,995,4,0,1,2,0,0,0,0,0,995,0,2,8,0
19393569,0,1,0,3,995,995,0,0,3,995,105,0,1,1,1,0,Southern Bronx,1,995,5,0,2,995,0,3,0,0,0,1,995,0,1,995,3,4,1,1,5,995,995,1,5,0,1,995,0,0,0,0,0,995,0,0,3,0
19715682,0,1,1,995,4,995,0,0,995,995,105,0,1,1,9,0,Upper Manhattan,1,3,4,0,2,995,0,995,0,1,0,0,995,0,0,1,2,3,1,1,995,995,1,995,2,0,0,995,0,0,0,0,0,0,0,2,8,0
19445983,1,1,0,1,995,995,0,0,3,995,105,0,0,2,995,0,Northern Bronx,1,995,5,0,2,995,0,3,0,999,999,1,995,0,0,1,5,2,2,0,4,995,995,2,1,0,1,1,0,0,0,0,0,0,0,1,4,0
19213216,0,0,2,995,2,995,995,0,995,995,105,995,1,2,995,0,Inner Queens,1,2,5,0,2,995,0,995,0,0,1,0,995,995,995,1,2,0,6,1,995,995,995,995,0,0,0,995,0,0,0,0,0,0,0,0,995,0
19314430,0,0,2,995,1,995,995,0,995,995,105,995,1,2,995,0,Outside of New York City,1,4,5,0,2,995,0,995,0,0,0,0,4,995,995,1,1,5,6,0,995,995,995,995,1,0,1,2,0,1,0,0,0,0,0,7,995,0
19374645,0,0,1,4,5,995,0,0,995,995,101,0,1,2,995,1,Staten Island,2,5,5,0,4,8,0,995,0,0,0,0,995,0,1,1,2,2,1,1,995,995,995,995,1,0,3,995,0,0,0,0,0,0,0,3,8,0
19047679,0,0,1,995,995,995,995,0,5,995,995,995,1,2,995,0,Outer Queens,1,995,5,0,4,995,0,5,0,0,0,0,995,995,995,1,2,3,6,1,5,995,995,5,3,0,1,995,0,0,0,0,0,0,0,0,995,0
19482384,0,1,1,2,5,995,0,0,995,995,105,0,1,2,995,0,Manhattan Core,1,4,5,0,2,995,0,995,0,0,0,0,1,0,1,1,4,1,1,0,995,995,995,995,1,0,0,995,0,1,0,0,0,0,0,0,8,0
19305829,0,0,0,995,4,995,995,0,995,995,995,995,1,2,995,0,Staten Island,2,2,4,0,3,995,0,995,1,0,0,0,995,995,995,995,3,0,6,1,995,995,1,995,1,2,3,2,0,0,0,0,0,995,0,1,995,0
19775964,0,1,3,995,995,0,995,1,5,0,103,995,1,2,995,0,Manhattan Core,2,995,1,5,1,995,0,5,0,0,0,0,995,995,995,1,2,2,6,0,5,995,0,5,2,0,0,995,0,0,0,0,0,0,1,0,995,0
19642104,0,1,1,1,4,995,0,0,995,995,102,0,1,1,1,0,Southern Bronx,1,3,5,0,2,995,0,995,0,0,0,0,995,0,1,995,3,1,2,1,995,995,995,995,1,0,1,1,0,0,0,0,0,995,0,1,8,0
19220662,1,0,0,1,4,995,0,0,995,995,1,0,1,2,995,0,Manhattan Core,2,4,5,0,1,995,0,995,0,999,999,0,995,0,0,995,3,1,1,0,995,995,995,995,0,0,0,995,0,0,0,0,0,995,0,0,5,0
19234929,0,0,2,995,995,995,995,0,1,995,995,995,1,1,9,0,Upper Manhattan,1,995,5,0,1,995,0,1,0,0,0,0,995,995,995,1,1,0,6,1,5,995,995,1,0,1,0,995,0,0,0,0,0,1,0,0,995,0
19107205,0,1,0,2,5,995,0,0,995,995,995,0,1,2,995,0,Southern Bronx,1,3,5,0,3,4,0,995,0,0,0,1,3,1,0,995,3,2,2,0,995,995,995,995,1,-9999,0,995,0,0,0,0,0,995,1,0,7,0
19166343,0,1,1,1,3,995,0,0,995,995,105,1,1,1,9,0,Upper Manhattan,2,1,5,0,2,997,0,995,0,0,0,0,995,0,0,1,3,4,1,1,995,995,995,995,3,0,0,995,0,0,0,0,0,0,0,0,7,0
19368387,0,1,2,995,1,995,995,0,995,995,995,995,1,2,995,0,Southern Bronx,1,1,5,0,3,995,0,995,1,999,999,0,995,995,995,1,3,2,6,1,995,995,995,995,2,0,0,995,0,0,0,0,0,0,0,0,995,0
19241534,0,0,1,995,5,995,995,0,995,995,105,995,1,1,2,0,Upper Manhattan,2,3,3,0,3,995,0,995,0,0,0,0,3,995,995,0,5,1,6,1,995,995,1,995,1,0,0,1,0,0,0,0,0,0,0,1,995,0
19771774,0,1,3,4,1,995,0,0,995,995,102,0,1,2,995,0,Outer Brooklyn,1,1,5,0,3,7,0,995,1,0,0,0,995,0,1,1,3,2,1,1,995,995,995,995,2,1,0,995,0,0,0,0,0,0,0,1,8,0
19723360,0,0,0,995,4,995,995,0,995,995,995,995,1,2,995,0,Inner Queens,1,3,5,0,2,995,0,995,0,0,0,0,995,995,995,995,3,1,6,1,995,995,995,995,0,2,0,995,0,0,0,0,0,995,0,0,995,0
19547442,0,1,0,995,995,995,995,0,5,995,995,995,0,1,1,0,Manhattan Core,2,995,5,0,2,995,1,5,0,0,0,1,995,995,995,1,5,3,6,1,5,995,995,5,2,2,0,995,0,0,0,0,0,0,0,0,995,1
19244156,0,0,0,995,995,995,995,0,1,995,995,995,1,2,995,0,Middle Queens,1,995,6,0,5,995,0,1,0,0,1,0,5,995,995,995,5,0,5,1,5,995,995,1,0,0,2,995,0,0,0,0,0,995,0,0,995,0
19724749,0,1,3,1,3,995,0,1,995,995,105,0,1,1,2,0,Northern Bronx,2,5,4,0,1,8,1,995,0,0,0,0,995,0,1,0,1,3,1,1,995,995,1,995,2,0,1,1,0,0,1,0,0,0,0,7,8,0
19626072,1,0,0,2,995,995,0,0,5,995,105,0,1,1,9,0,Manhattan Core,2,995,5,0,3,997,0,5,0,0,0,0,995,0,1,1,3,4,1,0,5,995,995,5,2,0,1,1,0,0,0,0,0,0,0,2,7,0
19230898,0,0,3,4,2,995,0,1,995,995,103,0,1,2,995,0,Manhattan Core,2,2,1,0,1,995,0,995,0,0,1,0,995,0,1,1,1,1,1,1,995,995,1,995,0,0,0,995,0,0,0,0,0,0,0,0,7,0
19093811,1,0,3,995,5,995,995,0,995,995,995,995,1,1,9,0,Northern Bronx,1,1,5,0,5,995,0,995,0,0,0,0,995,995,995,0,3,3,6,0,995,995,995,995,0,0,0,995,0,0,0,0,0,0,0,0,995,0
19617274,0,1,2,1,4,1,0,1,995,0,105,0,1,1,9,0,Southern Bronx,2,4,2,2,1,995,0,995,0,0,0,0,995,0,1,1,2,2,1,1,995,995,1,995,3,0,0,995,0,0,0,0,0,0,0,0,6,0
196812926,0,0,4,995,3,995,0,0,995,995,105,0,1,2,995,0,Manhattan Core,1,2,5,0,1,995,0,995,0,0,0,0,995,0,1,1,4,1,3,1,995,995,995,995,0,0,0,995,0,0,0,0,0,0,0,0,4,0
19266875,0,1,2,995,995,995,995,0,4,995,1,995,1,1,6,0,Manhattan Core,2,995,5,0,3,995,0,4,1,0,1,0,995,995,995,1,3,3,5,1,5,995,995,4,1,0,1,1,0,0,0,0,0,0,1,2,995,0
19909641,0,0,1,995,995,995,0,0,4,995,995,0,1,1,9,0,Middle Queens,1,995,5,0,4,995,0,4,0,0,1,0,995,0,1,995,1,7,2,0,4,995,995,4,7,0,1,995,0,0,0,0,0,995,0,1,3,0
19145434,0,1,2,995,5,995,0,0,995,995,105,0,1,1,9,0,Inner Queens,1,2,6,0,2,995,0,995,1,0,1,0,3,0,0,1,2,0,2,1,995,995,995,995,0,0,1,1,0,0,0,0,0,0,0,1,8,0
19022864,0,1,2,995,995,995,995,0,3,995,995,995,0,1,1,0,Northern Bronx,1,995,4,0,5,995,0,2,1,1,0,2,4,995,995,1,1,2,6,0,1,995,1,5,1,0,0,2,0,1,1,0,0,1,1,0,995,0
19829082,0,1,2,5,995,995,0,0,5,995,1,0,1,2,995,1,Manhattan Core,2,995,4,0,2,997,0,5,0,0,0,0,3,0,1,1,1,5,1,0,5,995,1,5,3,0,0,2,0,1,1,0,0,1,1,0,8,0
19006107,0,1,1,2,995,995,0,0,2,995,105,0,1,2,995,0,Inner Queens,1,995,5,0,2,995,0,2,0,0,0,0,995,0,1,1,4,2,1,1,4,995,995,2,1,0,0,995,0,0,0,0,0,0,0,0,8,0
19343488,1,1,1,995,995,995,995,0,2,995,995,995,0,1,2,0,Middle Queens,1,995,6,0,1,995,0,4,1,0,0,0,995,995,995,1,3,2,6,0,5,995,995,4,2,0,1,1,0,0,0,0,0,0,0,2,995,0
19723207,0,1,0,1,5,0,0,1,995,0,1,0,1,1,9,0,Upper Manhattan,2,5,1,2,4,995,0,995,0,0,0,1,995,0,1,1,4,3,1,1,995,995,1,995,2,0,0,995,0,0,0,0,0,0,0,0,7,0
19427641,0,0,2,995,995,995,995,0,1,995,995,995,1,2,995,0,Middle Queens,2,995,5,0,4,995,0,1,0,0,0,0,995,995,995,0,1,2,5,1,1,995,995,1,3,2,1,995,0,0,0,0,0,0,0,0,995,0
19198523,1,0,1,995,2,995,0,0,995,995,102,0,1,2,995,0,Southern Bronx,1,2,5,0,3,995,0,995,0,1,0,1,3,0,0,1,2,1,1,0,995,995,995,995,1,1,0,995,0,0,0,0,0,0,0,0,8,0
19598126,1,0,2,995,5,995,0,0,995,995,105,0,1,1,9,0,Middle Queens,2,5,5,0,3,995,0,995,0,1,0,0,2,0,0,1,3,2,1,0,995,1,995,995,3,0,1,1,0,1,0,0,0,0,0,1,8,0
197718373,1,1,2,995,1,995,0,0,995,995,105,0,1,2,995,0,Upper Manhattan,1,1,5,0,1,995,0,995,0,0,0,0,3,0,0,1,2,0,3,0,995,995,995,995,0,0,0,995,0,0,0,0,0,0,1,0,3,0
19868566,0,0,0,3,995,995,0,0,3,995,100,0,1,2,995,0,Staten Island,2,995,4,0,4,8,0,3,0,999,999,0,995,0,0,995,1,4,1,1,3,995,1,3,2,0,2,2,0,0,0,0,0,995,0,5,8,0
19316217,0,1,3,3,1,995,0,0,995,995,102,0,0,2,995,0,Inner Queens,2,3,4,0,3,997,1,995,0,0,0,3,995,0,1,1,1,1,1,0,995,995,1,995,3,0,0,995,0,0,0,0,1,0,1,0,8,0
197729933,0,1,1,995,2,995,995,0,995,995,105,995,1,1,1,0,Upper Manhattan,1,2,5,0,2,995,0,995,1,0,0,0,995,995,995,1,2,1,6,0,995,995,995,995,0,0,0,995,0,0,0,0,0,0,1,0,995,0
19419111,1,1,2,1,995,995,0,0,4,995,105,0,1,1,9,0,Inner Queens,2,995,4,0,2,995,0,3,0,0,0,0,995,1,0,1,1,3,1,0,5,995,0,3,2,-9999,0,995,0,0,0,0,0,0,0,0,2,0
19190168,1,0,0,995,5,995,995,0,995,995,995,995,0,1,2,0,Staten Island,1,5,5,0,3,995,0,995,1,0,0,0,6,995,995,1,5,6,6,0,995,995,995,995,6,2,2,2,0,0,0,0,0,0,0,1,995,0
19561057,0,0,0,2,2,995,0,0,995,995,105,0,1,2,995,0,Outer Brooklyn,1,2,5,0,3,995,0,995,1,0,1,0,995,0,1,995,3,1,1,1,995,995,995,995,1,0,0,1,0,0,0,0,0,995,0,1,8,0
19017921,1,1,2,995,995,995,0,1,1,995,105,0,1,1,997,0,Inner Queens,1,995,4,0,6,995,1,1,0,999,999,0,7,0,0,1,2,1,2,0,2,995,1,1,0,0,0,995,0,0,0,0,0,0,0,0,4,0
19481950,0,0,1,995,995,995,0,0,2,995,995,0,1,2,995,0,Southern Bronx,1,995,5,0,2,995,0,2,0,0,0,1,995,0,1,1,2,1,3,1,5,995,995,2,0,1,1,2,0,0,0,0,0,0,0,2,4,0
19743049,1,0,2,995,5,995,995,0,995,995,995,995,0,1,2,0,Outer Queens,2,5,5,0,2,995,0,995,0,0,0,0,995,995,995,1,1,1,6,0,995,995,995,995,2,0,1,2,0,0,0,0,0,0,0,5,995,0
19828012,0,0,4,995,3,995,0,0,995,995,1,0,1,1,2,0,Outer Queens,999,1,2,0,6,995,0,995,0,999,999,0,995,0,0,1,1,1,2,1,995,995,1,995,1,1,2,1,0,0,0,0,0,0,0,3,3,0
19196586,0,0,1,1,5,995,0,0,995,995,105,0,1,2,995,0,Inner Brooklyn,1,5,5,0,1,995,0,995,0,0,0,0,995,0,1,1,1,0,1,1,995,995,995,995,1,0,0,995,0,0,0,0,0,0,0,0,8,0
19259481,0,0,3,3,995,995,0,0,1,995,102,0,1,2,995,0,Northern Bronx,1,995,5,0,1,995,0,1,0,0,0,0,995,0,1,1,1,0,1,1,4,995,995,1,0,0,0,995,0,0,0,0,0,0,0,0,8,0
19862508,0,1,3,995,995,995,995,0,2,995,995,995,1,2,995,0,Manhattan Core,1,995,5,0,2,995,0,2,1,0,0,0,995,995,995,0,1,1,6,1,2,995,995,2,0,2,0,995,0,0,0,0,0,0,1,0,995,0
19912621,1,1,3,1,995,995,0,0,1,995,1,0,1,2,995,0,Northern Bronx,1,995,5,0,2,7,0,1,0,0,0,0,995,0,1,1,1,3,1,0,1,995,995,1,2,-9999,0,995,0,0,0,0,0,0,0,0,8,0
19157414,0,0,2,995,995,995,995,0,3,995,100,995,1,2,995,0,Outer Queens,2,995,5,0,2,995,0,3,1,0,0,0,995,995,995,0,1,1,6,0,5,1,995,3,1,2,1,2,0,0,0,0,0,0,0,6,995,0
19518021,1,0,1,995,995,995,0,0,2,995,100,0,0,1,2,1,Inner Queens,2,995,5,0,1,995,0,3,0,0,0,0,995,0,0,1,2,0,1,0,5,995,995,3,1,0,1,1,0,0,0,0,0,0,0,4,1,0
19565796,0,1,3,995,4,995,995,0,995,995,995,995,0,2,995,0,Manhattan Core,2,2,5,0,1,995,0,995,0,0,0,0,995,995,995,1,1,0,5,1,995,995,995,995,0,-9999,0,995,0,0,0,0,0,0,0,0,995,1
19091819,1,1,0,1,5,995,0,0,995,995,105,0,1,2,995,0,Staten Island,1,3,5,0,4,995,0,995,0,999,999,0,995,0,1,995,4,3,1,0,995,995,995,995,1,0,1,2,0,0,0,0,0,995,0,0,8,0
19676608,0,0,1,995,5,995,995,0,995,995,995,995,1,2,995,0,Outer Queens,1,5,5,0,1,995,0,995,0,0,0,0,995,995,995,0,2,2,6,0,995,995,995,995,2,1,1,2,0,0,0,0,0,0,0,2,995,0
19065555,0,0,1,1,995,995,0,0,5,995,105,0,999,1,2,0,Staten Island,1,995,2,0,4,995,0,5,0,0,1,0,995,0,1,1,2,3,1,1,5,995,1,5,2,0,2,1,0,0,0,0,0,0,0,1,3,999
19858212,0,0,1,3,3,995,0,0,995,995,105,0,1,2,995,0,Middle Queens,1,3,5,0,2,4,0,995,1,0,0,1,2,0,1,1,2,2,1,0,995,995,995,995,2,-9999,1,1,0,1,0,0,1,0,0,2,2,0
19631847,1,1,5,3,995,995,0,0,1,995,995,0,1,2,995,0,Outer Brooklyn,1,995,5,0,4,995,0,2,0,0,0,0,4,0,1,1,1,0,1,0,3,995,995,3,1,0,1,1,0,1,0,0,0,0,0,0,8,0
19853428,1,1,1,995,1,995,995,0,995,995,995,995,1,1,4,2,Southern Bronx,1,2,2,0,5,995,0,995,0,0,0,0,2,995,995,1,2,0,6,0,995,995,0,995,1,0,0,995,0,0,0,0,0,0,1,1,995,0
19698846,1,0,0,995,5,995,995,0,995,995,105,995,1,2,995,0,Upper Manhattan,1,5,5,0,2,995,0,995,0,999,999,0,995,995,995,0,3,1,6,0,995,995,995,995,2,0,1,2,0,0,1,0,0,0,0,2,995,0
19678099,1,0,2,995,995,995,0,0,4,995,100,0,1,1,2,0,Outer Queens,2,995,5,0,2,995,1,4,1,0,0,0,995,0,0,1,3,0,1,0,4,995,995,4,0,0,1,995,0,0,0,0,1,0,0,0,8,0
19642946,0,0,0,995,995,995,995,0,1,995,1,995,1,2,995,0,Inner Brooklyn,1,995,5,0,5,995,0,2,0,0,0,0,995,995,995,0,2,3,6,1,2,995,995,1,2,2,1,1,0,0,0,0,0,0,0,1,995,0
19078624,0,0,0,995,995,995,995,0,4,995,995,995,1,2,995,1,Staten Island,1,995,5,0,1,995,0,4,1,0,0,0,995,995,995,1,3,2,6,1,4,995,995,2,1,0,1,2,0,0,1,0,0,0,0,1,995,0
19177124,0,1,0,4,995,995,0,0,2,995,995,0,1,1,1,0,Manhattan Core,1,995,5,0,1,995,0,2,0,0,0,3,995,0,1,1,4,2,1,1,4,995,995,2,1,0,0,995,0,0,0,0,0,0,0,0,5,0
19003307,0,0,2,995,5,995,995,0,995,995,995,995,1,2,995,0,Manhattan Core,1,2,5,0,1,995,0,995,0,0,0,0,995,995,995,1,1,0,6,1,995,995,995,995,0,1,0,995,0,0,0,0,0,0,0,0,995,0
19375895,0,1,1,1,5,0,0,1,995,0,105,0,1,1,2,0,Inner Queens,1,5,1,1,1,997,0,995,0,0,0,0,995,0,1,1,4,4,1,0,995,995,1,995,4,0,1,1,0,0,0,0,0,0,0,4,7,0
19123357,0,0,2,2,1,995,0,0,995,995,101,0,1,1,1,2,Outer Queens,1,1,4,0,6,8,0,995,0,0,0,1,995,0,1,1,3,3,1,1,995,995,1,995,3,0,2,2,0,0,1,0,0,0,0,3,6,0
19368099,0,0,1,4,2,995,0,0,995,995,105,1,1,1,6,0,Middle Queens,2,1,5,0,5,7,0,995,0,0,1,0,995,0,0,1,1,4,1,1,995,995,995,995,5,0,1,1,0,0,0,0,0,0,0,3,8,0
19062110,0,0,0,1,5,995,0,0,995,995,100,0,1,2,995,0,Outer Brooklyn,1,5,5,0,2,995,0,995,0,0,1,1,4,0,1,995,5,1,1,0,995,995,995,995,1,0,1,1,0,0,0,0,0,995,0,0,8,0
19488436,0,0,0,1,995,995,0,0,2,995,102,0,0,2,995,0,Outer Queens,2,995,-9998,0,2,995,0,2,1,0,0,3,995,0,1,995,2,2,1,1,2,995,-9998,2,3,2,2,2,0,0,0,0,0,995,0,3,7,0
19167094,0,0,0,1,4,995,0,0,995,995,105,0,999,1,9,0,Inner Queens,999,2,5,0,1,997,0,995,0,999,999,0,995,0,1,995,3,0,1,1,995,995,995,995,0,0,0,995,0,0,0,0,0,995,0,0,2,999
19918161,0,0,1,3,995,995,0,0,4,995,100,0,1,2,995,0,Staten Island,2,995,5,0,4,997,0,4,0,0,0,1,995,0,1,1,4,1,1,1,5,995,995,4,1,-9999,2,2,0,0,0,0,0,0,0,7,8,0
19121287,0,0,2,995,995,995,995,0,1,995,995,995,0,1,1,1,Southern Bronx,1,995,5,0,2,995,0,1,0,0,0,0,2,995,995,1,3,1,6,0,1,995,995,1,1,0,0,1,0,1,1,0,0,0,1,0,995,0
19399840,0,1,3,5,1,995,0,0,995,995,105,1,1,2,995,0,Upper Manhattan,1,1,5,0,1,995,0,995,0,0,0,0,995,0,0,1,1,2,3,1,995,995,995,995,3,1,0,995,0,0,0,0,0,0,1,0,8,0
19227112,1,1,1,1,995,995,0,1,1,995,105,1,1,1,6,3,Inner Queens,1,995,5,0,3,4,1,1,0,0,1,2,4,0,0,995,1,3,1,0,1,995,995,1,3,0,0,2,0,0,1,0,0,995,0,2,2,0
19769330,0,0,1,2,995,995,0,0,2,995,105,0,1,2,995,0,Manhattan Core,2,995,5,0,1,995,0,3,0,0,0,0,995,0,1,0,3,0,3,1,3,995,995,1,0,0,1,995,0,0,0,0,0,0,0,0,4,0
19226129,0,0,1,4,995,995,0,0,1,995,102,0,1,1,9,0,Southern Bronx,1,995,2,0,2,995,0,1,0,0,0,0,995,0,1,1,2,3,1,1,2,995,1,1,2,0,0,995,0,0,0,0,0,0,0,0,8,0
19878781,0,0,0,2,5,995,0,0,995,995,105,0,1,1,1,0,Manhattan Core,1,4,4,0,3,997,0,995,0,0,1,1,2,0,1,1,3,4,1,1,995,995,1,995,3,0,0,995,0,0,0,0,0,0,0,0,2,0
19818985,0,1,3,3,995,995,0,0,2,995,105,0,1,2,995,0,Outer Brooklyn,2,995,5,0,1,8,0,2,0,0,0,0,995,0,1,1,1,0,1,1,1,995,995,2,1,0,0,995,0,0,0,0,0,0,1,0,8,0
19127201,0,1,5,3,1,995,0,0,995,995,995,0,1,1,9,0,Northern Bronx,2,5,5,0,4,995,0,995,0,0,0,0,4,0,1,1,3,3,1,0,995,995,995,995,4,0,1,2,0,0,0,0,0,0,0,1,2,0
19746450,0,0,3,5,995,995,1,0,2,995,100,0,0,1,9,0,Northern Bronx,2,995,5,0,2,7,0,2,0,1,0,0,995,0,0,1,1,2,1,1,2,995,995,2,3,2,1,1,0,0,0,0,0,0,0,7,8,0
19389399,0,0,0,1,995,995,0,1,1,995,105,0,1,2,995,0,Outer Queens,1,995,5,0,3,995,1,1,1,0,0,0,995,0,1,0,1,1,4,1,1,995,995,1,5,0,0,2,0,0,0,0,0,0,1,0,3,0
19720574,0,0,0,995,995,995,995,0,2,995,995,995,1,2,995,0,Staten Island,2,995,5,0,2,995,0,2,1,0,0,1,995,995,995,995,2,3,6,1,2,995,995,1,2,2,2,2,0,0,0,0,0,995,0,0,995,0
19615133,0,1,2,995,995,995,0,0,2,995,102,0,1,1,9,1,Inner Brooklyn,1,995,5,0,1,995,0,1,0,0,0,0,995,0,0,995,3,0,1,1,1,995,995,1,0,0,0,2,0,0,1,0,0,995,0,0,8,0
19435808,0,1,4,3,1,995,0,0,995,995,105,0,1,1,9,0,Middle Queens,1,1,5,0,4,997,0,995,0,0,0,0,995,0,1,1,1,1,1,1,995,995,995,995,4,0,0,2,0,0,1,0,0,0,0,0,8,0
19452695,0,1,0,1,5,995,0,0,995,995,100,0,1,1,1,0,Outer Queens,1,5,5,0,1,997,0,995,0,0,0,1,2,0,1,1,5,1,1,0,995,995,995,995,0,0,1,995,0,1,0,0,0,0,0,0,4,0
19551630,0,0,1,4,995,995,0,0,2,995,105,0,1,1,9,0,Southern Bronx,1,995,5,0,1,995,0,2,0,0,0,0,995,0,1,1,1,0,1,1,2,995,995,2,0,0,0,995,0,0,0,0,0,0,0,0,8,0
19001694,1,0,1,1,1,995,0,0,995,995,995,0,1,1,2,0,Staten Island,1,1,5,0,2,7,0,995,0,0,0,0,995,0,1,1,1,3,2,0,995,995,995,995,1,-9999,2,2,0,0,0,0,0,0,0,3,1,0
19183284,0,1,2,4,995,995,1,0,3,995,105,0,1,1,9,0,Outer Queens,1,995,4,0,3,995,0,3,1,1,0,0,995,0,0,1,2,2,1,1,3,995,1,3,2,0,0,995,0,0,0,0,0,0,0,0,8,0
19610235,0,1,2,1,4,995,0,0,995,995,105,0,1,1,9,0,Outer Brooklyn,1,4,5,0,4,11,0,995,0,999,999,0,995,0,1,1,3,4,1,1,995,995,995,995,2,-9999,2,1,0,0,0,0,0,0,0,4,6,0
19723701,0,1,3,5,995,995,0,0,1,995,102,0,1,1,9,0,Northern Bronx,1,995,4,0,2,995,0,1,0,0,0,1,995,0,1,1,1,3,1,1,1,995,1,1,3,0,0,995,0,0,0,0,0,0,0,0,8,0
19264062,0,0,0,1,5,995,0,0,995,995,105,0,1,2,995,0,Staten Island,2,5,5,0,1,995,0,995,0,0,1,0,995,0,1,995,5,0,1,0,995,995,995,995,0,0,1,995,0,0,0,0,0,995,0,0,1,0
19211715,0,1,4,3,995,995,0,0,1,995,105,0,1,2,995,0,Outer Brooklyn,1,995,5,0,4,7,0,2,0,0,0,0,995,0,0,995,4,3,1,1,4,995,995,1,2,0,1,1,0,0,0,0,0,995,1,7,8,0
19456359,0,0,2,995,4,995,995,0,995,995,995,995,1,1,997,0,Outer Queens,1,2,5,0,1,995,0,995,1,0,0,0,995,995,995,1,2,1,6,1,995,995,995,995,1,1,1,2,0,0,0,0,0,0,0,0,995,0
19371424,1,1,1,1,4,0,0,1,995,0,105,1,0,1,2,0,Outer Brooklyn,999,2,3,2,2,995,1,995,1,999,999,0,995,0,0,1,4,3,1,0,995,995,1,995,1,0,1,1,0,0,0,0,0,0,0,2,6,0
19818534,0,0,4,995,5,995,995,0,995,995,995,995,0,1,2,0,Staten Island,1,5,5,0,4,995,0,995,0,0,0,1,995,995,995,0,5,3,6,1,995,995,995,995,3,1,3,1,0,0,0,0,0,0,0,0,995,0
19647865,0,0,1,1,995,0,0,1,1,0,105,0,1,1,9,0,Outside of New York City,1,995,4,1,2,995,0,1,0,0,0,0,4,0,1,1,1,1,1,1,2,995,1,1,1,2,0,1,0,0,0,0,0,0,0,2,8,0
19173516,1,1,1,4,995,995,0,0,3,995,105,1,1,1,9,0,Upper Manhattan,1,995,5,0,1,995,0,3,0,0,1,0,995,0,0,1,2,2,1,0,3,995,995,3,1,0,0,995,0,0,0,0,0,0,0,0,8,0
19527154,1,1,1,995,995,995,995,0,3,995,995,995,0,1,9,0,Southern Bronx,1,995,5,0,4,995,0,3,1,1,0,0,995,995,995,995,2,6,5,0,2,995,995,3,1,0,2,1,0,0,0,0,0,995,0,0,995,1
19074895,0,0,0,2,2,995,0,0,995,995,995,1,1,2,995,0,Middle Queens,2,2,5,0,2,995,0,995,0,0,1,0,995,0,0,995,2,2,1,1,995,995,995,995,3,0,1,995,0,0,0,0,0,995,0,0,7,0
19866827,0,1,3,3,4,995,0,0,995,995,101,1,1,1,1,0,Middle Queens,2,4,5,0,5,995,0,995,0,0,0,2,995,0,0,1,2,4,3,1,995,995,995,995,2,0,0,1,0,0,0,0,0,0,0,3,3,0
19209011,0,1,1,1,5,995,0,0,995,995,102,0,1,2,995,0,Staten Island,1,4,5,0,4,995,0,995,0,1,0,0,995,0,1,1,1,2,1,0,995,995,995,995,0,1,2,2,0,0,0,0,0,0,0,1,4,0
19002962,0,0,0,995,2,995,995,0,995,995,995,995,0,2,995,0,Southern Bronx,1,2,6,0,2,995,0,995,0,1,0,0,995,995,995,995,2,1,6,0,995,995,995,995,1,0,0,995,0,0,0,0,0,995,0,0,995,1
19548070,0,0,3,995,995,995,995,0,5,995,995,995,1,1,2,0,Staten Island,2,995,5,0,4,995,0,5,1,999,999,0,995,995,995,1,1,3,6,1,5,995,995,5,0,3,4,2,0,0,0,0,0,0,0,3,995,0
19779044,1,1,3,995,995,995,0,0,4,995,105,0,1,2,995,0,Upper Manhattan,2,995,5,0,1,995,0,4,0,0,0,0,995,0,0,1,1,4,1,0,4,995,995,2,2,0,0,2,0,0,1,0,0,1,1,0,8,0
19414102,0,0,2,3,5,995,1,0,995,995,100,0,1,2,995,0,Northern Bronx,2,5,4,0,3,997,0,995,0,999,999,0,995,0,0,1,1,5,3,1,995,995,1,995,5,2,2,1,0,0,0,0,0,0,0,7,8,0
19234757,1,1,1,1,995,1,0,1,1,0,105,0,1,1,10,0,Inner Queens,2,995,1,3,4,995,0,2,0,0,0,0,995,0,0,1,4,4,2,0,2,995,1,3,3,0,1,1,0,0,0,0,0,0,0,2,4,0
19467394,0,0,2,1,5,995,0,0,995,995,102,0,1,1,2,0,Staten Island,2,2,5,0,3,995,0,995,0,0,0,0,995,0,1,1,2,6,1,1,995,995,995,995,1,1,3,1,0,0,0,0,0,0,0,4,6,0
