menu_item_id,item_name,regional,cholesterol_100g,total_fat_100g,sodium,sodium_100g,saturated_fat,item_description,serving_size_household,kids_meal
65109,"Mocha Ice, 12 fl oz",0,0.0,2.0,85.0,25.0,7.0,"Mocha Ice, 12 fl oz, Other Beverages",,0
80394,"Gold Peak, Unsweetened Black Tea, 21 oz",0,0.0,0.0,20.0,3.0,0.0,"Gold Peak, Unsweetened Black Tea, 21 oz, Iced Tea",,0
170478,"New York Cheesecake Ice Cream, 2.5 oz Scoop",0,42.0,14.0,70.0,99.0,6.0,"New York Cheesecake Ice Cream, 2.5 oz Scoop, Flavors, Ice Cream, Seasonal Flavors, Limited Time Products",1 Scoop,0
80368,"Root Beer, 16 oz",0,0.0,0.0,35.0,8.0,0.0,"Root Beer, 16 oz, Fountain Drinks, Drinks, Coca Cola Products",,0
170474,"Maui Brownie Madness Frozen Yogurt, 2.5 oz Scoop",0,28.0,10.0,90.0,127.0,3.5,"Maui Brownie Madness Frozen Yogurt w/ Chocolate Frozen Yogurt, Brownie Chunks, Fudge & Macadamia Nuts, 2.5 oz Scoop, Flavors, Ice Cream, BRight Choices, Limited Time Products",1 Scoop,0
120276,Honey French Dressing,0,,,330.0,,2.5,"Honey French Dressing, for House Salad, Salad Dressings, Add Ons, Kids Sides, Lunch Combos, Kids & Adults Menu",,1
4352,"Curly Fries, Snack",0,0.0,17.0,570.0,740.0,2.0,"Curly Fries, Sides, Friends of Meat, Snack; Choice of Adding: Ketchup",,0
170117,"Build Your Sampler, Choose 3",0,,,,,,"Build Your Sampler, Choose 3, Appetizers; Choice of Adding: Chicken Wonton Tacos, Brew Pub Pretzels & Beer Dip, Steak Quesadilla, Mozzarella Sticks, Soups & Salads, Spinach & Artichoke Dip, Boneless Wings, Chicken Quesadilla, Chips & Salsa or Sriracha Shrimp",,0
35426,"Lemonade Mixer, Mango, 16 fl oz",0,0.0,0.0,10.0,2.0,0.0,"Lemonade Mixer, Mango, 16 fl oz, Lemonade & Frozen Lemonade, Drinks, Lemonade Mixers",,0
113705,Ham n Cheese Slider,0,33.0,10.0,750.0,824.0,3.5,"Ham n Cheese Slider on a Mini Bun w/ Pit Smoked Ham & Swiss Cheese, Sliders, Ham, Kids Menu, Kids & Adults Menu",,1
170017,Chocolate Frosted Donut,0,,,,,,"Chocolate Frosted Donut, Bakery, Start My Day, Snacks",,0
90318,"Original Sweet Iced Tea, 16 fl oz",0,0.0,0.0,0.0,0.0,0.0,"Original Sweet Iced Tea, 16 fl oz, Iced Tea",,0
170074,Macaroni & Cheese,1,,,,,,"Macaroni & Cheese w/ Cavatappi Noodles, Five Cream Cheeses, Cheddar Cheese & Breadcrumbs, Limited Time, Locally Made Meals, Meals",,0
35414,"Frozen Lemonade Mixer, Blue Raspberry, 20 fl oz",0,0.0,0.0,40.0,7.0,0.0,"Frozen Lemonade Mixer, Blue Raspberry, 20 fl oz, Drinks, Frozen Lemonade Mixers, Lemonade & Frozen Lemonade",,0
140120,Peanut Butter Brownie Waffle Bowl Sundae,0,39.0,22.0,460.0,154.0,22.0,"Peanut Butter Brownie Waffle Bowl Sundae, Premium Sundaes",1 Serving,0
170203,"Texas Style BBQ Sauce, for Riblets Refill Order & Double Glazed Baby Back Ribs, Full Rack",0,,,360.0,,0.5,"Texas Style BBQ Sauce, for Riblets Refill Order & Double Glazed Baby Back Ribs, Full Rack, Rib Sauces, From The Grill",,0
10305,"Bacon, Egg & Cheese Croissant",1,133.0,19.0,1010.0,727.0,13.0,"Bacon, Egg & Cheese Croissant, Breakfast, May Not Be Available At All Arbys",,0
170118,Grilled Shrimp Skewer,0,,,490.0,,4.0,"Grilled Shrimp Skewer, Add Ons, Side",,0
10020,House Salad,0,,,340.0,,4.5,"House Salad, Side, House Salad, Lunch, Lunch Combos Classic, Add Ons, Kids, Kids Sides, Kids & Adults; Choice of Adding: Dressing; Choice in: Lunch Combos Classic, also called House Salad w/ Bacon",,1
1638,4 Potato Cakes,0,0.0,14.0,860.0,430.0,4.5,"4 Potato Cakes, Friends of Meat, Sides",,0
10293,"Chocolate Milk, Kids",0,,,220.0,,1.5,"Chocolate Milk, Kids",,1
10283,Caffeine Free Diet Pepsi,0,0.0,0.0,25.0,6.0,0.0,"Caffeine Free Diet Pepsi, Fountain Drinks, Beverages",,0
170174,"Strawberry Fanta, 30 oz",0,0.0,0.0,15.0,2.0,0.0,"Strawberry Fanta, 30 oz, Beverages",,0
170039,Blue Raspberry Slurpee,0,0.0,0.0,5.0,1.0,0.0,"Blue Raspberry Slurpee, also called Fanta Blue Raspberry, Slurpee Flavors, Late Night, Snacks, Thirsty",,0
80370,"Root Beer, 32 oz",0,0.0,0.0,65.0,7.0,0.0,"Root Beer, 32 oz, Fountain Drinks, Drinks, Coca Cola Products",,0
10023,"Oriental Chicken Salad, Lunch",0,,,630.0,,5.0,"Oriental Chicken Salad, Lunch, Lunch Combos Signature; Choice in: Lunch Combos Signature",,0
170028,Fruit Juice Cocktail,0,,,,,,"Fruit Juice Cocktail, 7-Select Beverages, Late Night, Start My Day, Thirsty,; Choice of: Mango, Watermelon or Fruit Punch",,0
10160,"Grilled Chicken Wonton Tacos, for Build Your Sampler",0,,,1200.0,,3.5,"Grilled Chicken Wonton Tacos, for Build Your Sampler",,0
170076,Beef Enchiladas w/ Rice,1,,,,,,"Beef Enchiladas w/ Rice, Beef, Pasilla Guajillo Pepper Sauce & Mexican Cheese, Limited Time, Locally Made Meals, Meals",,0
10763,"Cappuccino Blast, Small",0,8.0,2.0,115.0,25.0,5.0,"Cappuccino Blast w/ Soft Serve, Coffee, Ice & Cinnamon, Small, Cappuccino Blast, Beverages, Specialties, Ice Cream",,0
120373,Diet Sierra Mist,0,0.0,0.0,25.0,6.0,0.0,"Diet Sierra Mist, Fountain Drinks, Beverages",,0
170050,Exclusive Monster Mango Loco,0,,,,,,"Exclusive Monster Mango Loco, Thirsty",,0
113699,Buttermilk Chicken Bacon & Swiss Sandwich,0,,,,,,"Buttermilk Chicken Bacon & Swiss Sandwich on a Star Cut Bun w/ Buttermilk Chicken Fillet, Tomatoes, Lettuce, Pepper Bacon, Swiss Cheese & Dijon Honey Mustard, Pepper Bacon, Chicken",,0
170099,Spicy Chicken Sandwich,0,,,,,,"Spicy Chicken Sandwich, Sandwiches, Chicken, Meals",,0
90312,"Fuze, Peach Tea, 16 fl oz",0,0.0,0.0,10.0,2.0,0.0,"Fuze, Peach Tea, 16 fl oz, Iced Tea",,0
150013,Wings,0,,,,,,"Wings, Snacks, Hot Snacks, Wings, Late Night, Chicken, Meals, Deals, 5 for $3 Wings",,0
35430,"Lemonade Mixer, Strawberry, 20 fl oz",0,0.0,0.0,15.0,3.0,0.0,"Lemonade Mixer, Strawberry, 20 fl oz, Lemonade & Frozen Lemonade, Drinks, Lemonade Mixers",,0
10611,"Chocolate Chip Cookie Dough 31� Below, Mini",0,20.0,7.0,280.0,110.0,9.0,"Chocolate Chip Cookie Dough 31� Below w/ Vanilla Soft Serve & Chocolate Chip Cookie Dough Pieces, Mini, 31� Below Mix Ins, Specialties, Ice Cream",,0
10342,"Sausage, Egg & Cheese Croissant",1,121.0,25.0,1280.0,719.0,19.0,"Sausage, Egg & Cheese Croissant, Breakfast, May Not Be Available At All Arbys",,0
120390,Tropicana Pink Lemonade,0,0.0,0.0,105.0,23.0,0.0,"Tropicana Pink Lemonade, Beverages",,0
113700,Chicken n Cheese Slider,0,25.0,12.0,720.0,727.0,3.5,"Chicken n Cheese Slider on a Mini Bun w/ Chicken Tender & Swiss Cheese, Sliders, Chicken, also called Chicken Tender n Cheese Slider",,0
10013,Tomato Basil Soup,0,,,810.0,,5.0,"Tomato Basil Soup, Apps & Bar Snacks, Sides, Extras, Soups or Salads, Lunch Combos Classic, Add Ons; Choice in: Lunch Combos",,0
170170,"Pepsi, 30 oz",0,0.0,0.0,30.0,4.0,0.0,"Pepsi, 30 oz, Beverages",,0
90918,"Coke Float w/ Soft Serve, Large",0,7.0,2.0,310.0,34.0,10.0,"Coke Float w/ Soft Serve, Large, Floats Freezes & Ice Cream Sodas, Beverages, Specialties, Ice Cream",,0
10274,Mountain Dew,0,0.0,0.0,40.0,9.0,0.0,"Mountain Dew, Fountain Drinks, Beverages",,0
120275,Chili Lime Vinaigrette,0,,,500.0,,1.0,"Chili Lime Vinaigrette, for House Salad, Salad Dressings, Add Ons, Kids Sides, Lunch Combos< Kids & Adults Menu",,1
35407,"Icee, Coca Cola, 21 oz",0,0.0,0.0,15.0,3.0,0.0,"Icee, Coca Cola, 21 oz, Icee",,0
170175,"Wild Cherry Pepsi, 30 oz",0,0.0,0.0,30.0,4.0,0.0,"Wild Cherry Pepsi, 30 oz, Beverages",,0
170473,"Macadamia Nuts N Cream Ice Cream, 4 oz Scoop",1,49.0,16.0,90.0,80.0,9.0,"Macadamia Nuts N Cream Ice Cream w/ Vanilla Ice Cream & Macadamia Nuts, 4 oz Scoop, Flavors, Ice Cream, Regional Flavors, Limited Time Products",1 Scoop,0
140100,"Bananas n Strawberry Flavored Ice Cream, 2.5 oz Scoop",0,35.0,10.0,50.0,70.0,4.0,"Bananas n Strawberry Flavored Ice Cream, 2.5 oz Scoop, Seasonal Flavors, Limited Time Products",1 Scoop,0
170078,Chipotle Chicken Bowl,1,,,,,,"Chipotle Chicken Bowl w/ Chicken, Crushed Tomato, Onion, Rice, Vegetables, Ranchero Beans & Cheddar Cheese, Limited Time, Locally Made Meals, Meals",,0
170157,"Fruit Punch Hi C, 30 oz",0,0.0,0.0,20.0,2.0,0.0,"Fruit Punch Hi C, 30 oz, Beverages",,0
170479,"New York Cheesecake Ice Cream, 4 oz Scoop",0,44.0,13.0,110.0,97.0,10.0,"New York Cheesecake Ice Cream, 4 oz Scoop, Flavors, Ice Cream, Seasonal Flavors, Limited Time Products",1 Scoop,0
90313,"Fuze, Peach Tea, 21 fl oz",0,0.0,0.0,15.0,3.0,0.0,"Fuze, Peach Tea, 21 fl oz, Iced Tea",,0
10320,Crispy Fish Sandwich,0,20.0,11.0,990.0,434.0,4.0,"Crispy Fish Sandwich on a Sesame Seed Bun w/ Crispy Fish Fillet, Lettuce & Tartar Sauce, Limited Time Offers, Fish",,0
170088,Caesar Entree Salad,0,,,,,,"Caesar Entree Salad w/ Romaine Lettuce, White Chicken Meat, Parmesan Cheese & Croutons, Salads, Meals, Better For You",,0
35374,Jalapeno Pretzel,0,0.0,1.0,480.0,407.0,0.0,"Jalapeno Pretzel w/out Butter & Salt, Soft Pretzels, Signature Pretzels",,0
170107,"Sausage, Egg & Cheese Melt",0,,,,,,"Sausage, Egg & Cheese Melt, Sandwiches, Meals",,0
150104,Portsmouth Clam Chowder,0,,,570.0,,7.0,"Portsmouth Clam Chowder, Soups, Lunch, Lunch Combos, Add Ons",,0
10614,"Oreo 31� Below, Mini",0,16.0,6.0,260.0,102.0,8.0,"Oreo 31� Below w/ Vanilla Soft Serve & Oreo Cookies, Mini, 31� Below Mix Ins, Specialties, Ice Cream",,0
35466,Original Pretzel Dog w/ Butter,0,38.0,17.0,740.0,622.0,9.0,"Original Pretzel Dog w/ Butter, Pretzel Dogs",,0
170142,"Mist Twist, 16 oz",0,0.0,0.0,20.0,4.0,0.0,"Mist Twist, 16 oz, Beverages",,0
529,Classic Roast Beef Sandwich,0,32.0,9.0,970.0,630.0,5.0,"Roast Beef Sandwich on a Sesame Seed Bun, Classic, Roast Beef Sandwiches; Choice of Adding: Arbys Sauce or Zesty Horsey Sauce",,0
170180,Oreo Cookie Sundae Shooter,0,,,190.0,,12.0,"Oreo Cookie Sundae Shooter, Kids",,1
170109,"Bacon, Egg & Cheese Muffin",0,,,,,,"Bacon, Egg & Cheese Muffin, Sandwiches, Meals",,0
10554,Banana Split,0,24.0,8.0,200.0,40.0,20.0,"Banana Split w/ Ice Cream, 2 Banana Slices, Almonds, Whipped Cream & 3 Cherries, Premium Sundaes, Sundaes, Specialties, Ice Cream; Choice of Adding: Marshmallow, Strawberry, Pineapple & Chocolate Syrup; Choice of: Ice Cream Flavors",1 Serving,0
170041,Chillers,0,,,,,,"Chillers w/ Milk & Cane Sugar, Chillers, Coffee, Start My Day, Thirsty; Choice of: French Vanilla or Mocha",,0
150006,Beef Jerky,0,,,,,,"Beef Jerky, 7-Select Snacks, Snacks, Late Night; Choice of: Original, Peppered or Teriyaki",,0
10589,"Oreo 31� Below, Large",0,15.0,6.0,700.0,103.0,21.0,"Oreo 31� Below w/ Vanilla Soft Serve & Oreo Cookies, Large, 31� Below Mix Ins, Specialties, Ice Cream",,0
170052,Double Cheeseburger,0,,,,,,"Double Cheeseburger w/ 2 1/4 lb Beef Patties & 2 American Cheese Slices on Hamburger Bun, Sandwiches, Beef, Meals",,0
10560,"Daiquiri Ice, 4 oz",0,0.0,0.0,0.0,0.0,0.0,"Daiquiri Ice, 4 oz, Flavors, Ice Cream, Classic Flavors",1 Scoop,0
170140,"FUZE Raspberry Iced Tea, 16 oz",0,0.0,0.0,5.0,1.0,0.0,"FUZE Raspberry Iced Tea, 16 oz, Beverages",,0
170031,"Energy Shot, Strawberry Lemonade",0,,,,,,"Energy Shot, Strawberry Lemonade, 7-Select Snacks, Snacks, Late Night",,0
170024,Iced Cappuccino,1,,,,,,"Iced Cappuccino, 2 for $3.50, At Participating Locations, 7-Select Beverages, Coffee, Start My Day, Late Night, Thirsty; Choice of: Coffee, Mocha, Vanilla or Caramel",,0
150096,Southwestern Chicken Salad,0,,,2630.0,,15.0,"Southwestern Chicken Salad w/ Mixed Greens, Black Bean Corn Salsa, Cheddar Cheese, Tortilla Strips & Cilantro Ranch Dressing, Salads",,0
170038,Pina Colada Slurpee,0,0.0,0.0,10.0,3.0,0.0,"Pina Colada Slurpee w/ Coconut & Pineapple, also called Fanta Pina Colada, Slurpee Flavors, Late Night, Snacks, Thirsty",,0
170141,"Mellow Yellow, 16 oz",0,0.0,0.0,5.0,1.0,0.0,"Mellow Yellow, 16 oz, Beverages",,0
60001,Apple Dippers w/ Yogurt,0,,,25.0,,0.0,"Apple Dippers w/ Yogurt, Kids Sides",,1
170075,Spaghetti Bolognese,1,,,,,,"Spaghetti Bolognese w/ Spaghetti Noodles, Meat Sauce & Parmesan Cheese, Limited Time, Locally Made Meals, Meals",,0
150278,Peanut Butter Chocolate Cookie,0,,,210.0,,3.0,"Peanut Butter Chocolate Cookie, 3"", Cookies, Grab N Go, Ice Cream",1 Cookie,0
170182,Caprese Mozzarella Chicken,0,,,2370.0,,11.0,"Caprese Mozzarella Chicken w/ Grilled Chicken, Tomato, Red Onion, Mozzarella, Chopped Basil, Balsamic Glaze & Garlic Mashed Potatoes, Lighter Fare, Chicken",,0
10357,3 Prime Cut Chicken Tenders,0,,,,,,"3 Prime Cut Chicken Tenders, Chicken; Choice of Adding: Sauce",,0
10622,"Mint Chocolate Chip Ice Cream, 2.5 oz Scoop",0,49.0,14.0,55.0,77.0,6.0,"Mint Chocolate Chip Ice Cream, 2.5 oz Scoop, Flavors, Ice Cream, Classic Flavors",1 Scoop,0
170228,Double Beef N Cheddar Sandwich,0,33.0,11.0,2100.0,698.0,11.0,"Double Beef N Cheddar Sandwich on an Onion Bun w/ Roast Beef, Cheddar Cheese Sauce & Red Ranch, Roast Beef, Arbys Roast Beef Sandwiches; Choice of Adding: Arbys Sauce or Zesty Horsey Sauce",,0
170094,Pillsbury Stuffed Waffle,0,,,,,,"Pillsbury Stuffed Waffle w/ Waffle, Egg Omelet, Pork Sausage & Cheddar Cheese, Hot Snacks, Meals, Late Night, Snacks, Start My Day",,0
150246,"Cotton Candy Ice Cream, 2.5 oz Scoop",0,42.0,10.0,65.0,92.0,4.5,"Cotton Candy Ice Cream, 2.5 oz Scoop, Flavors, Ice Cream, Seasonal Flavors, Limited Time Products",1 Scoop,0
150128,Fire Roasted Philly,0,36.0,11.0,1950.0,670.0,11.0,"Fire Roasted Philly on a Sub Roll w/ Angus Steak, Italian Seasoning, Provolone Cheese, Red & Yellow Peppers & Roasted Garlic Aioli, Angus Steak, Steak",,0
10546,"Chocolate Fudge Ice Cream, 4 oz Scoop",0,44.0,13.0,135.0,119.0,9.0,"Chocolate Fudge Ice Cream, 4 oz Scoop, Flavors, Ice Cream, Seasonal Flavors, Limited Time Products",1 Scoop,0
35406,"Icee, Coca Cola, 16 fl oz",0,0.0,0.0,15.0,3.0,0.0,"Icee, Coca Cola, 16 fl oz, Icee",,0
35457,"Icee, Wild Cherry, 32 fl oz",0,0.0,0.0,20.0,2.0,0.0,"Icee, Wild Cherry, 32 fl oz, Icee",,0
10582,"Jamoca Ice Cream, 2.5 oz Scoop",0,49.0,11.0,60.0,85.0,5.0,"Jamoca Ice Cream, 2.5 oz Scoop, Flavors, Ice Cream, Classic Flavors",1 Scoop,0
