trip_id,qday1triptravelcode11,qagecode,qday1triptravelcode01,ntacode_home,qday1triptransitto7,qday1triptravelcode14,qday1tripbikestore,qntacode_end,qday1tripstartpm,qday1trippurpose,qwelfare3,qrace,qborough_start,qday1triptravelcode_sp,qsurveyzone_home,qeducation,qday1triptravelcode17,qprecipitation,qdisability4,qhispanic,qday1triptravelcode13,qpurposerecode,qday1triptravelcode23,qwelfare5,qday1triptransitfrom2,qwelfare2,qwelfare4,qday1tripparkpay_amount,qsunrise,qday1triptravelcode22,allwt,qday1triptravelcode27,qcaraccess,qborough_home
1100155,No,45-54,No,,,No,,MN32,,Medical visit (doctor's office),No,White/Caucasian,Queens,Other,Inner Queens,Some college but degree not received or in progress,No,0.0,No,"No, not of Hispanic, Latino, or Spanish origin",No,Medical visit (doctor's office),No,No,,Yes,No,,5.47,No,0.57143048,No,I do not have access to a car,Queens
1103801,No,25-34,Yes,,,No,,QN63,,Shopping,Yes,White/Caucasian,Queens,Walk,Inner Queens,"Bachelor's degree (i.e., BA, BS, AB)",No,,No,"No, not of Hispanic, Latino, or Spanish origin",No,Shopping,No,No,,No,No,,,No,0.301895112,No,"I do not personally own or lease a car, but I have access to a car belonging to a member of my household",Queens
11200085,No,55-64,Yes,,,No,,,,Shopping,Yes,White/Caucasian,,Walk,Manhattan Core,"Graduate degree (i.e., Master's, Professional, Doctorate)",No,0.0,No,"No, not of Hispanic, Latino, or Spanish origin",No,Shopping,No,No,,No,No,,5.49,No,0.390110643,No,I personally own or lease a car,Manhattan
1103065,Yes,25-34,No,,,No,,SI45,,Shopping,Yes,Asian,Staten Island,Personal car,Staten Island,"Graduate degree (i.e., Master's, Professional, Doctorate)",No,0.0,No,"No, not of Hispanic, Latino, or Spanish origin",No,Shopping,No,No,,No,No,,5.26,No,0.26743669,No,"I do not personally own or lease a car, but I have access to a car belonging to a member of my household",Staten Island
1105484,No,25-34,Yes,,,No,,MN04,,Dining,Yes,White/Caucasian,Manhattan,Walk,Northern Manhattan,"Bachelor's degree (i.e., BA, BS, AB)",No,,No,"No, not of Hispanic, Latino, or Spanish origin",No,Dining,No,No,,No,No,,,No,0.311089188,No,"I do not personally own or lease a car, but I have access to a car belonging to a member of my household",Manhattan
2100203,Yes,65 or older,No,,,No,,QN47,,Personal errands,Yes,White/Caucasian,Queens,Personal car,Outer Queens,Some college but degree not received or in progress,No,0.0,No,"No, not of Hispanic, Latino, or Spanish origin",No,Personal errands,No,No,,No,No,,5.46,No,0.945319395,No,I personally own or lease a car,Queens
1101466,No,25-34,Yes,,,No,,MN35,,Shopping,Yes,Asian,Manhattan,Walk,Northern Manhattan,"Graduate degree (i.e., Master's, Professional, Doctorate)",No,0.0,No,"No, not of Hispanic, Latino, or Spanish origin",No,Shopping,No,No,,No,No,,5.34,No,0.405500709,No,I do not have access to a car,Manhattan
4102005,No,65 or older,Yes,,,No,,MN03,Home,Dining,No,Black/ African American/ Caribbean American,Manhattan,Walk,Northern Bronx,No high school,No,0.44,No,"Yes, Cuban",No,Dining,No,No,,Yes,No,,5.29,No,6.154398251,No,I do not have access to a car,The Bronx
1100944,No,65 or older,No,,,No,,SI05,,,Yes,White/Caucasian,Manhattan,Don't know,Northern Manhattan,"Graduate degree (i.e., Master's, Professional, Doctorate)",No,0.65,No,"No, not of Hispanic, Latino, or Spanish origin",No,,No,No,,No,No,,5.35,No,0.41677484,No,I personally own or lease a car,Manhattan
11201766,No,18-24,Yes,MN36,No,No,,,,Commute to/from work,Yes,Other,Manhattan,Subway,Northern Manhattan,Some college but degree not received or in progress,No,0.0,No,"Yes, Other",No,Commute to/from work,No,No,No,No,No,,5.3,No,1.351222336,No,I do not have access to a car,Manhattan
1100649,Yes,65 or older,No,,,No,,SI24,,Commute to/from work,Yes,White/Caucasian,Staten Island,Personal car,Staten Island,"Graduate degree (i.e., Master's, Professional, Doctorate)",No,0.34,No,"No, not of Hispanic, Latino, or Spanish origin",No,Commute to/from work,No,No,,No,No,,5.38,No,0.190377716,No,"I do not personally own or lease a car, but I have access to a car belonging to a member of my household",Staten Island
1102885,No,25-34,Yes,,No,No,,MN24,,Commute to/from work,Yes,White/Caucasian,Queens,Subway,Inner Queens,"Bachelor's degree (i.e., BA, BS, AB)",No,0.16,No,"No, not of Hispanic, Latino, or Spanish origin",No,Commute to/from work,No,No,No,No,No,,5.26,No,0.301895112,No,I do not have access to a car,Queens
4103836,No,25-34,No,,,No,On the street,MN25,,Social/recreation,Yes,White/Caucasian,Manhattan,Personal bicycle,Staten Island,"Bachelor's degree (i.e., BA, BS, AB)",No,,No,"No, not of Hispanic, Latino, or Spanish origin",No,Social/recreation,No,No,,No,No,,,No,0.082747367,No,I do not have access to a car,Staten Island
1102383,No,65 or older,No,,,No,,SI01,,Other,Yes,White/Caucasian,Staten Island,Other,Staten Island,"Graduate degree (i.e., Master's, Professional, Doctorate)",No,0.1,No,"No, not of Hispanic, Latino, or Spanish origin",No,Other,No,No,,No,No,,5.27,No,0.214170706,No,I personally own or lease a car,Staten Island
52201611,No,18-24,No,,,No,In your home or apartment,,Work,Commute to/from work,Yes,Other,Manhattan,Personal bicycle,Outer Brooklyn,"High school graduate or equivalent (i.e., GED)",No,0.0,No,"Yes, Other",No,Commute to/from work,No,No,,No,No,,5.3,No,0.06530013,No,I personally own or lease a car,Brooklyn
1101847,No,55-64,Yes,,,No,,QN28,,Social/recreation,Yes,White/Caucasian,Queens,Walk,Inner Queens,Some college but degree not received or in progress,No,0.29,No,"No, not of Hispanic, Latino, or Spanish origin",No,Social/recreation,No,No,,No,No,,5.33,No,0.860310724,No,I do not have access to a car,Queens
1100116,No,55-64,Yes,,,No,,QN53,,Other,No,White/Caucasian,Queens,Walk,Middle Queens,Some college but degree not received or in progress,No,0.0,No,"Yes, Other",No,Other,No,No,,No,No,,5.48,No,1.720162353,No,I do not have access to a car,Queens
53200716,No,25-34,No,BK75,,No,On the street,,,Social/recreation,Yes,White/Caucasian,Brooklyn,Personal bicycle,Inner Brooklyn,"Bachelor's degree (i.e., BA, BS, AB)",No,0.65,No,"No, not of Hispanic, Latino, or Spanish origin",No,Social/recreation,No,No,,No,No,,5.35,No,1.310723223,No,I personally own or lease a car,Brooklyn
1103055,No,25-34,Yes,,,No,,MN35,,Other,Yes,White/Caucasian,Manhattan,Walk,Northern Manhattan,Some college but degree not received or in progress,No,0.0,No,"No, not of Hispanic, Latino, or Spanish origin",No,Social/recreation,No,No,,No,No,,5.26,No,0.680171283,No,Other,Manhattan
1101717,Yes,55-64,No,,,No,,BK40,,Shopping,Yes,Black/ African American/ Caribbean American,Brooklyn,Personal car,Inner Brooklyn,"Bachelor's degree (i.e., BA, BS, AB)",No,0.0,No,"No, not of Hispanic, Latino, or Spanish origin",No,Shopping,No,No,,No,No,,5.33,No,1.40551094,No,I personally own or lease a car,Brooklyn
1105423,Yes,45-54,No,,,No,,QN43,,Social/recreation,Yes,White/Caucasian,Brooklyn,Personal car,Outer Brooklyn,"Bachelor's degree (i.e., BA, BS, AB)",No,,No,"No, not of Hispanic, Latino, or Spanish origin",No,Social/recreation,No,No,,No,No,8.0,,No,0.820906804,No,I personally own or lease a car,Brooklyn
1102592,No,35-44,Yes,,,No,,BX99,,Shopping,No,Black/ African American/ Caribbean American,The Bronx,Walk,Northern Bronx,"High school graduate or equivalent (i.e., GED)",No,0.08,No,"Yes, Puerto Rican",No,Shopping,No,No,,Yes,No,,5.26,No,1.73929475,No,Other,The Bronx
11200001,Yes,25-34,No,,,No,,,,Commute to/from work,Yes,Asian,Manhattan,Personal car,Outer Brooklyn,Some high school,No,0.0,No,"No, not of Hispanic, Latino, or Spanish origin",No,Commute to/from work,No,No,,No,No,,5.24,No,4.743456071,No,I personally own or lease a car,Brooklyn
1100724,No,65 or older,No,,,No,,BX14,,Other,Yes,Two or more races,The Bronx,Other,Southern Bronx,"Bachelor's degree (i.e., BA, BS, AB)",No,0.22,No,"No, not of Hispanic, Latino, or Spanish origin",No,Other,No,No,,No,No,,5.37,No,0.281974733,No,I do not have access to a car,The Bronx
1104544,No,25-34,No,,,No,,QN31,,Shopping,Yes,Two or more races,Queens,Ride-hail service such as Uber or Lyft,Inner Queens,Some college but degree not received or in progress,Yes,,No,"Yes, Puerto Rican",No,Shopping,No,No,,No,No,,,No,1.636591461,No,I personally own or lease a car,Queens
1105387,No,18-24,Yes,,No,No,,QN55,,School,Yes,Asian,Queens,Subway,Outer Queens,Some college but degree not received or in progress,No,,No,"No, not of Hispanic, Latino, or Spanish origin",No,School,No,No,No,No,No,,,No,0.943003536,No,I personally own or lease a car,Queens
1100019,No,45-54,Yes,,No,No,,MN04,,Social/recreation,Yes,White/Caucasian,Manhattan,Select bus service,Manhattan Core,"Bachelor's degree (i.e., BA, BS, AB)",No,0.0,No,"No, not of Hispanic, Latino, or Spanish origin",No,Social/recreation,No,No,No,No,No,,5.51,No,0.274944245,No,I do not have access to a car,Manhattan
1105472,No,65 or older,Yes,,No,No,,MN24,,Social/recreation,Yes,White/Caucasian,Brooklyn,Subway,Outer Brooklyn,Some college but degree not received or in progress,No,,No,"No, not of Hispanic, Latino, or Spanish origin",No,Social/recreation,No,No,No,No,No,,,No,3.074476527,No,I personally own or lease a car,Brooklyn
1103252,No,35-44,Yes,,No,No,,BX46,,Commute to/from work,Yes,Black/ African American/ Caribbean American,The Bronx,Local bus,Northern Bronx,"Associate degree (i.e., AA, AS)",No,0.0,No,"Yes, Puerto Rican",No,Commute to/from work,No,No,No,No,No,,5.25,No,0.839374545,No,I personally own or lease a car,The Bronx
2100115,No,25-34,No,,,No,,MN12,,Other,Yes,White/Caucasian,Manhattan,Carshare,Manhattan Core,"Graduate degree (i.e., Master's, Professional, Doctorate)",No,0.0,No,"No, not of Hispanic, Latino, or Spanish origin",No,Dining,No,No,,No,No,,5.49,No,0.320679034,No,I personally own or lease a car,Manhattan
1103101,No,35-44,Yes,,No,No,,BX40,,Commute to/from work,Yes,Other,The Bronx,Subway,Northern Bronx,Some college but degree not received or in progress,No,0.0,No,"Yes, Puerto Rican",No,Commute to/from work,No,No,No,No,No,,5.26,No,0.505946554,No,I do not have access to a car,The Bronx
1100270,No,55-64,Yes,,,No,,QN28,,Shopping,Yes,White/Caucasian,Queens,Walk,Inner Queens,"Graduate degree (i.e., Master's, Professional, Doctorate)",No,0.0,No,"Yes, Puerto Rican",No,Shopping,No,No,,No,No,,5.45,No,0.735975788,No,I do not have access to a car,Queens
2100142,No,35-44,Yes,,,No,,BK61,,Dining,No,Black/ African American/ Caribbean American,Brooklyn,Walk,Inner Brooklyn,Some college but degree not received or in progress,No,0.0,No,"No, not of Hispanic, Latino, or Spanish origin",No,Dining,No,No,,No,No,,5.47,No,2.192432581,No,I personally own or lease a car,Brooklyn
1103624,No,45-54,Yes,,No,No,,QN18,,Shopping,Yes,Two or more races,Manhattan,Subway,Inner Queens,Some college but degree not received or in progress,No,0.01,No,"No, not of Hispanic, Latino, or Spanish origin",No,Shopping,No,No,No,No,No,,5.24,No,0.458328391,No,I personally own or lease a car,Queens
12201142,No,65 or older,No,,,No,In your home or apartment,,Work,Commute to/from work,Yes,Refused,Manhattan,Personal bicycle,Manhattan Core,"Bachelor's degree (i.e., BA, BS, AB)",No,0.0,No,Refused,No,Commute to/from work,No,No,,No,No,,5.34,No,0.456661354,No,I personally own or lease a car,Manhattan
1104826,No,65 or older,Yes,,No,No,,MN04,,Other,Yes,White/Caucasian,Queens,Subway,Middle Queens,"Graduate degree (i.e., Master's, Professional, Doctorate)",No,,No,"No, not of Hispanic, Latino, or Spanish origin",No,Other,No,No,No,No,No,,,No,0.4456879,No,I personally own or lease a car,Queens
3105363,No,25-34,Yes,,,No,,MN13,,Social/recreation,Yes,White/Caucasian,Manhattan,Walk,Manhattan Core,"Bachelor's degree (i.e., BA, BS, AB)",No,,No,"No, not of Hispanic, Latino, or Spanish origin",No,Social/recreation,No,No,,No,No,,,No,0.199617103,No,Other,Manhattan
1103775,No,45-54,Yes,,No,No,,BK82,,Shopping,Yes,White/Caucasian,Queens,Subway,Inner Queens,"Associate degree (i.e., AA, AS)",No,0.0,No,"No, not of Hispanic, Latino, or Spanish origin",No,Shopping,No,No,No,No,No,,5.24,No,0.684339077,No,I personally own or lease a car,Queens
12200820,No,18-24,No,BK88,,No,On the street,,School,School,Yes,White/Caucasian,Brooklyn,Personal bicycle,Outer Brooklyn,Some high school,No,0.0,No,"No, not of Hispanic, Latino, or Spanish origin",No,School,No,No,,No,No,,5.36,No,2.417228877,No,"I do not personally own or lease a car, but I have access to a car belonging to a member of my household",Brooklyn
1100285,No,45-54,Yes,,No,No,,MN25,,Commute to/from work,Yes,White/Caucasian,Staten Island,Staten Island ferry,Staten Island,"Graduate degree (i.e., Master's, Professional, Doctorate)",No,0.0,No,"No, not of Hispanic, Latino, or Spanish origin",No,Commute to/from work,No,No,No,No,No,,5.45,No,0.129462772,No,I personally own or lease a car,Staten Island
1104513,Yes,45-54,No,,,No,,BK38,,Commute to/from work,Yes,White/Caucasian,Staten Island,Personal car,Staten Island,"Bachelor's degree (i.e., BA, BS, AB)",No,,No,"No, not of Hispanic, Latino, or Spanish origin",No,Commute to/from work,No,No,,No,No,,,No,0.11397276,No,I personally own or lease a car,Staten Island
2105467,No,65 or older,Yes,,,No,,BK45,,Shopping,Yes,White/Caucasian,Brooklyn,Walk,Outer Brooklyn,"High school graduate or equivalent (i.e., GED)",No,,No,"No, not of Hispanic, Latino, or Spanish origin",No,Shopping,No,No,,No,No,,,No,5.822102068,No,Other,Brooklyn
1100028,No,35-44,Yes,,No,No,,MN19,,Commute to/from work,Yes,Two or more races,Queens,Subway,Outer Queens,"Graduate degree (i.e., Master's, Professional, Doctorate)",No,0.0,No,"Yes, Puerto Rican",No,Commute to/from work,No,No,No,No,No,,5.51,No,0.59911355,No,I personally own or lease a car,Queens
1100190,No,55-64,Yes,,,No,,QN22,,,Yes,Black/ African American/ Caribbean American,Queens,Walk,Middle Queens,Some college but degree not received or in progress,No,0.0,No,"No, not of Hispanic, Latino, or Spanish origin",No,,No,No,,No,No,,5.47,No,0.682074444,No,I personally own or lease a car,Queens
1105435,No,65 or older,Yes,,,No,,MN22,,Other,Yes,White/Caucasian,Manhattan,Walk,Manhattan Core,"Bachelor's degree (i.e., BA, BS, AB)",No,,No,"No, not of Hispanic, Latino, or Spanish origin",No,Other,No,No,,No,No,,,No,0.656802327,No,I do not have access to a car,Manhattan
1101886,Yes,18-24,No,,,No,,SI35,,Commute to/from work,Yes,White/Caucasian,Staten Island,Personal car,Staten Island,"Bachelor's degree (i.e., BA, BS, AB)",No,0.29,No,"No, not of Hispanic, Latino, or Spanish origin",No,Commute to/from work,No,No,,No,No,,5.32,No,0.067486015,No,I personally own or lease a car,Staten Island
1100322,No,35-44,Yes,,,No,,BK09,,Shopping,Yes,White/Caucasian,Brooklyn,Walk,Inner Brooklyn,"Bachelor's degree (i.e., BA, BS, AB)",No,0.25,No,"No, not of Hispanic, Latino, or Spanish origin",No,Shopping,No,No,,No,No,,5.44,No,0.741686723,No,I personally own or lease a car,Brooklyn
1100297,No,45-54,Yes,,No,No,,MN31,,Medical visit (doctor's office),No,Black/ African American/ Caribbean American,Manhattan,Local bus,Northern Manhattan,"High school graduate or equivalent (i.e., GED)",No,0.25,No,"No, not of Hispanic, Latino, or Spanish origin",No,Medical visit (doctor's office),No,No,No,Yes,No,,5.44,No,3.101423805,No,I do not have access to a car,Manhattan
1100488,No,25-34,No,,,No,,BX99,,Social/recreation,Yes,White/Caucasian,The Bronx,"Shared-ride service such a Uber Pool, Via, or Lyft Line",Northern Bronx,"Bachelor's degree (i.e., BA, BS, AB)",No,0.03,No,"Yes, Puerto Rican",No,Social/recreation,No,No,,No,No,,5.4,No,0.436292622,No,"I do not personally own or lease a car, but I have access to a car belonging to a member of my household",The Bronx
2100842,No,25-34,Yes,,No,No,,BX41,Work,Commute to/from work,Yes,Other,Manhattan,Subway,Southern Bronx,"Bachelor's degree (i.e., BA, BS, AB)",No,0.0,No,"Yes, Other",No,Commute to/from work,No,No,No,No,No,,5.36,No,0.279956593,No,I do not have access to a car,The Bronx
1104576,No,18-24,No,,,No,,SI24,,Accompanying other traveler,No,Black/ African American/ Caribbean American,Staten Island,Carpool,Staten Island,Some college but degree not received or in progress,No,,No,"No, not of Hispanic, Latino, or Spanish origin",Yes,Accompanying other traveler,No,No,,Yes,No,,,No,0.278385588,No,"I do not personally own or lease a car, but I have access to a car belonging to a member of my household",Staten Island
1100132,Yes,55-64,No,,,No,,BK35,,Personal errands,Yes,Two or more races,Brooklyn,Personal car,Manhattan Core,"Associate degree (i.e., AA, AS)",No,0.0,No,"No, not of Hispanic, Latino, or Spanish origin",No,Personal errands,No,No,,No,No,,5.47,No,0.745412704,No,"I do not personally own or lease a car, but I have access to a car belonging to a member of my household",Manhattan
1100842,No,25-34,Yes,,No,No,,MN17,,Commute to/from work,Yes,Other,The Bronx,Subway,Southern Bronx,"Bachelor's degree (i.e., BA, BS, AB)",No,0.0,No,"Yes, Other",No,Commute to/from work,No,No,No,No,No,,5.36,No,0.279956593,No,I do not have access to a car,The Bronx
1105085,Yes,45-54,No,,,No,,MN99,,Commute to/from work,Yes,White/Caucasian,Brooklyn,Personal car,Inner Brooklyn,Some college but degree not received or in progress,No,,No,"No, not of Hispanic, Latino, or Spanish origin",No,Commute to/from work,No,No,,No,No,7.0,,No,1.858471969,No,I personally own or lease a car,Brooklyn
51201611,No,18-24,No,,,No,On the street,,,Commute to/from work,Yes,Other,,Personal bicycle,Outer Brooklyn,"High school graduate or equivalent (i.e., GED)",No,0.0,No,"Yes, Other",No,Commute to/from work,No,No,,No,No,,5.3,No,0.06530013,No,I personally own or lease a car,Brooklyn
14200998,No,35-44,No,,,No,In your home or apartment,,,Social/recreation,Yes,White/Caucasian,The Bronx,Personal bicycle,Northern Manhattan,"Graduate degree (i.e., Master's, Professional, Doctorate)",No,0.65,No,"No, not of Hispanic, Latino, or Spanish origin",No,Social/recreation,No,No,,No,No,,5.35,No,0.398314885,No,I do not have access to a car,Manhattan
1100535,No,25-34,Yes,,,No,,QN20,,Dining,Yes,White/Caucasian,Brooklyn,Walk,Inner Brooklyn,"Bachelor's degree (i.e., BA, BS, AB)",No,0.03,No,"No, not of Hispanic, Latino, or Spanish origin",No,Dining,No,No,,No,No,,5.4,No,0.749259051,No,I do not have access to a car,Brooklyn
1101868,No,25-34,Yes,,No,No,,QN37,,Commute to/from work,Yes,White/Caucasian,Queens,Subway,Inner Queens,"Graduate degree (i.e., Master's, Professional, Doctorate)",No,0.29,No,"No, not of Hispanic, Latino, or Spanish origin",No,Commute to/from work,No,No,No,No,No,,5.32,No,0.177505006,No,I do not have access to a car,Queens
1102160,Yes,18-24,No,,,No,,SI45,,Social/recreation,Yes,Asian,Staten Island,Personal car,Staten Island,"Bachelor's degree (i.e., BA, BS, AB)",No,0.0,No,"No, not of Hispanic, Latino, or Spanish origin",No,Social/recreation,No,No,,No,No,,5.29,No,0.220634364,No,I personally own or lease a car,Staten Island
1103059,No,25-34,Yes,,No,No,,MN19,,Commute to/from work,Yes,White/Caucasian,Queens,Subway,Inner Queens,"Bachelor's degree (i.e., BA, BS, AB)",No,0.0,No,"No, not of Hispanic, Latino, or Spanish origin",No,Commute to/from work,No,No,No,No,No,,5.26,No,0.339625301,No,I personally own or lease a car,Queens
1103164,No,35-44,Yes,,No,No,,MN36,,Commute to/from work,Yes,Other,The Bronx,Subway,Southern Bronx,"Bachelor's degree (i.e., BA, BS, AB)",No,0.0,No,"Yes, Other",No,Commute to/from work,No,No,No,No,No,,5.25,No,0.531641763,No,I personally own or lease a car,The Bronx
1102586,No,18-24,Yes,,,No,,MN31,,School,Yes,White/Caucasian,Manhattan,Walk,Northern Manhattan,"High school graduate or equivalent (i.e., GED)",No,0.08,No,"No, not of Hispanic, Latino, or Spanish origin",No,School,No,No,,No,No,,5.26,No,0.966877284,No,,Manhattan
1100085,No,55-64,Yes,,,No,,BK68,,Commute to/from work,Yes,White/Caucasian,Brooklyn,Walk,Inner Brooklyn,"Graduate degree (i.e., Master's, Professional, Doctorate)",No,0.0,No,"No, not of Hispanic, Latino, or Spanish origin",No,Commute to/from work,No,No,,No,No,,5.49,No,0.768186785,No,I personally own or lease a car,Brooklyn
51202535,No,35-44,No,,,No,On the street,,,Social/recreation,Yes,Other,,Personal bicycle,Outer Brooklyn,No high school,No,0.16,No,"Yes, Mexican, Mexican American, Chicano",No,Social/recreation,No,No,,No,No,,5.26,No,1.653807094,No,I do not have access to a car,Brooklyn
1100328,No,45-54,Yes,,No,No,,MN17,,Commute to/from work,Yes,Asian,Brooklyn,Subway,Outer Brooklyn,"Bachelor's degree (i.e., BA, BS, AB)",No,0.25,No,"No, not of Hispanic, Latino, or Spanish origin",No,Commute to/from work,No,No,No,No,No,,5.44,No,1.884407468,No,I personally own or lease a car,Brooklyn
1104794,No,25-34,Yes,,No,No,,MN17,,Commute to/from work,Yes,White/Caucasian,Queens,Subway,Inner Queens,"Bachelor's degree (i.e., BA, BS, AB)",No,,No,"No, not of Hispanic, Latino, or Spanish origin",No,Commute to/from work,No,No,No,No,No,,,No,0.301895112,No,I do not have access to a car,Queens
1104394,Yes,35-44,No,,,No,,BK99,,Commute to/from work,Yes,Other,Queens,Personal car,Outer Queens,"Graduate degree (i.e., Master's, Professional, Doctorate)",No,,No,"Yes, Other",No,Commute to/from work,No,No,,No,No,,,No,0.673989448,No,I personally own or lease a car,Queens
1104014,No,35-44,Yes,,No,No,,MN12,,Personal errands,Yes,Asian,The Bronx,Subway,Northern Bronx,Some college but degree not received or in progress,No,,No,"No, not of Hispanic, Latino, or Spanish origin",No,Personal errands,No,No,No,No,No,,,No,0.4815817,No,I do not have access to a car,The Bronx
1100482,Yes,35-44,Yes,,,No,,MN21,,Social/recreation,No,White/Caucasian,Manhattan,Personal car,Manhattan Core,"Bachelor's degree (i.e., BA, BS, AB)",No,0.03,Yes,"Yes, Mexican, Mexican American, Chicano",No,Social/recreation,No,No,,No,No,,5.4,No,0.882902978,No,I personally own or lease a car,Manhattan
1101863,Yes,25-34,No,,,No,,SI24,,Personal errands,Yes,White/Caucasian,Staten Island,Personal car,Staten Island,"High school graduate or equivalent (i.e., GED)",No,0.29,No,"No, not of Hispanic, Latino, or Spanish origin",No,Personal errands,No,No,,No,No,,5.33,No,0.969266646,No,I personally own or lease a car,Staten Island
1100315,Yes,55-64,No,,,No,,BX55,,Personal errands,Yes,White/Caucasian,The Bronx,Personal car,Northern Bronx,"High school graduate or equivalent (i.e., GED)",No,0.25,No,"Yes, Puerto Rican",No,Personal errands,No,No,,No,No,,5.44,No,3.669213026,No,I personally own or lease a car,The Bronx
1102001,No,65 or older,Yes,,No,No,,MN21,,Social/recreation,Yes,White/Caucasian,Queens,Subway,Inner Queens,"Graduate degree (i.e., Master's, Professional, Doctorate)",No,0.0,No,"No, not of Hispanic, Latino, or Spanish origin",No,Social/recreation,No,No,No,No,No,,5.3,No,0.4456879,No,I do not have access to a car,Queens
1103042,No,45-54,Yes,,,No,,BX09,,Personal errands,No,Other,The Bronx,Walk,Northern Bronx,"High school graduate or equivalent (i.e., GED)",No,0.0,No,"Yes, Puerto Rican",No,Personal errands,No,No,,Yes,No,,5.26,No,1.821656819,No,I do not have access to a car,The Bronx
1104909,No,45-54,Yes,,,No,,BX63,,Social/recreation,Yes,White/Caucasian,The Bronx,Walk,Southern Bronx,Some college but degree not received or in progress,No,,No,"No, not of Hispanic, Latino, or Spanish origin",No,Social/recreation,No,No,,No,No,,,No,0.37745252,No,I personally own or lease a car,The Bronx
1100806,No,45-54,Yes,,,No,,BK61,,Shopping,Yes,Black/ African American/ Caribbean American,Brooklyn,Walk,Inner Brooklyn,"Bachelor's degree (i.e., BA, BS, AB)",No,0.0,No,"No, not of Hispanic, Latino, or Spanish origin",No,Shopping,No,No,,No,No,,5.36,No,1.376267795,No,I personally own or lease a car,Brooklyn
1100311,Yes,65 or older,No,,,No,,QN70,,Other,Yes,White/Caucasian,Queens,Personal car,Outer Queens,Some college but degree not received or in progress,No,0.25,No,"No, not of Hispanic, Latino, or Spanish origin",No,Other,No,No,,No,No,,5.44,No,1.063463341,No,I personally own or lease a car,Queens
51200019,No,35-44,No,MN15,,No,Other,,,Commute to/from work,Yes,Asian,Manhattan,Citi Bike,Manhattan Core,"Graduate degree (i.e., Master's, Professional, Doctorate)",No,0.0,No,"No, not of Hispanic, Latino, or Spanish origin",No,Commute to/from work,No,No,,No,No,,5.51,Yes,2.087324243,No,I personally own or lease a car,Manhattan
1102476,No,65 or older,Yes,,,No,,SI54,,Social/recreation,Yes,White/Caucasian,Staten Island,Walk,Staten Island,Some college but degree not received or in progress,No,0.27,No,"No, not of Hispanic, Latino, or Spanish origin",No,Social/recreation,No,No,,No,No,,5.27,No,0.454263448,No,I personally own or lease a car,Staten Island
3103474,No,25-34,Yes,,No,No,,QN17,Work,Commute to/from work,Yes,Asian,Manhattan,Subway,Middle Queens,"Bachelor's degree (i.e., BA, BS, AB)",No,0.0,No,"No, not of Hispanic, Latino, or Spanish origin",No,Commute to/from work,No,No,No,No,No,,5.24,No,0.877051212,No,I personally own or lease a car,Queens
52202535,No,35-44,No,,,No,On the street,,,Social/recreation,Yes,Other,Brooklyn,Personal bicycle,Outer Brooklyn,No high school,No,0.16,No,"Yes, Mexican, Mexican American, Chicano",No,Social/recreation,No,No,,No,No,,5.26,No,1.653807094,No,I do not have access to a car,Brooklyn
1100301,Yes,35-44,No,,,No,,MN13,,Commute to/from work,No,White/Caucasian,Manhattan,Personal car,Manhattan Core,"Graduate degree (i.e., Master's, Professional, Doctorate)",No,0.25,No,"No, not of Hispanic, Latino, or Spanish origin",No,Commute to/from work,No,No,,No,No,10.0,5.44,No,0.308762023,No,I personally own or lease a car,Manhattan
1101990,No,45-54,Yes,,,No,,BX17,,Social/recreation,No,Other,The Bronx,Walk,Southern Bronx,"High school graduate or equivalent (i.e., GED)",No,0.0,No,"Yes, Puerto Rican",No,Social/recreation,No,No,,Yes,No,,5.3,No,1.821656819,No,I do not have access to a car,The Bronx
1100432,No,25-34,No,,,No,,MN09,,Other,Yes,Other,Manhattan,Other,Northern Manhattan,Some college but degree not received or in progress,No,0.1,No,"No, not of Hispanic, Latino, or Spanish origin",No,Other,No,No,,No,No,,5.41,No,0.564885512,No,I do not have access to a car,Manhattan
1105261,No,18-24,Yes,,No,No,,QN28,,Shopping,Yes,Other,Queens,Subway,Northern Bronx,"High school graduate or equivalent (i.e., GED)",No,,No,"Yes, Puerto Rican",No,Shopping,No,No,No,No,No,,,No,1.356014418,No,I do not have access to a car,The Bronx
1100513,Yes,55-64,No,,,No,,SI32,,Social/recreation,Yes,White/Caucasian,Staten Island,Personal car,Staten Island,"Bachelor's degree (i.e., BA, BS, AB)",No,0.03,No,"No, not of Hispanic, Latino, or Spanish origin",No,Social/recreation,No,No,,No,No,,5.4,No,0.168076591,No,I personally own or lease a car,Staten Island
1103027,No,65 or older,Yes,,No,No,,BK38,,Personal errands,No,White/Caucasian,Queens,Subway,Middle Queens,"Graduate degree (i.e., Master's, Professional, Doctorate)",No,0.0,No,"No, not of Hispanic, Latino, or Spanish origin",No,Personal errands,No,No,No,Yes,No,,5.26,No,0.321727089,No,I do not have access to a car,Queens
1100326,Yes,65 or older,No,,,No,,BK58,,Shopping,Yes,White/Caucasian,Brooklyn,Personal car,Outer Brooklyn,"Bachelor's degree (i.e., BA, BS, AB)",No,0.25,No,"No, not of Hispanic, Latino, or Spanish origin",No,Shopping,No,No,,No,No,100.0,5.44,No,1.35802893,No,I personally own or lease a car,Brooklyn
